source,target,source_type,target_type
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,902229004,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,846296011,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,788768001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,880894001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,888700004,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,386678001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,894939001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,852541001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,875856002,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,713993080,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,751471043,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,888567002,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,879242007,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,906822002,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,883435003,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,882902001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,721805010,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,852511001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,865926002,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,863646004,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,936965001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,923460001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,896343002,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,914805002,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,884319001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,902358001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,923353001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,921944001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,871957004,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,808841001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,852369003,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,753802006,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,836284002,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,824995001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,845790006,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,776887001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,921266001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,921266006,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,917739001,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,794575017,customer,product
d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,870531001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,826505003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,887770002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,865171002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,795440003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,488561021,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,656868001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,815902005,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,895993004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,880839001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,879012001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,823330001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,832481002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,816563006,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,743633008,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,713993061,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,652731029,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,846115003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,771667002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,816953001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,862482005,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,856310002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,898075002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,760295001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,813538002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,881404002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,753237011,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,818031001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,913078002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,923466001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,786304009,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,912075005,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,880029001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,702368007,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,589748001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,919365008,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,906094004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,774113006,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,871710012,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,837939001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,906088003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,912095003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,809238005,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,786022007,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,808841003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,888733003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,874879001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,456163063,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,883024001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,747990004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,878510002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,766495014,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,759637004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,832453003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,866307002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,878510001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,859105005,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,838340001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,859105002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,875239004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,844411001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,894273002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,865503001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,872333001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,725904001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,840016002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,852174001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,881404001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,794389004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,866806001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,879298003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,927922001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,921378001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,927530004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,816490001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,898287007,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,829152002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,925472001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,713993080,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,908489004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,924040001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,918894001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,842004003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,898692003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,865799006,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,923460002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,896064004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,928917003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,764155001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,838769002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,786304002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,859136002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,822199003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,810231001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,852374004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,868993001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,873604003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,867044003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,837306001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,673281013,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,341782043,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,884357001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,796137012,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,727615001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,714790017,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,816563008,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,697564045,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,890956001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,832359003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,817401007,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,875040001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,892408009,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,811900001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,852180001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,848997001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,886969001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,794389001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,816563002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,905811001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,817401003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,897054001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,831430008,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,880029002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,892421009,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,868876001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,881361003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,815808001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,793185036,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,788225002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,927225001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,821152001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,579541001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,887911001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,707135012,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,837306006,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,867044002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,832481001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,884771002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,825811001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,739819002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,840061002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,717773041,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,844411002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,825564003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,839311003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,858640003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,860367001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,852458002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,751915002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,861600003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,868939001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,890458001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,771667001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,656048001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,885072001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,859401001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,688105007,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,865490001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,816490002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,879298006,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,871992002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,748269009,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,841793001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,825312005,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,832479003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,869162001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,754652007,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,887911002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,774543009,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,796137010,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,880738002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,817110001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,759423002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,779333003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,820483005,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,827957002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,836203001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,828911002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,836364001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,816908001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,859805001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,713993071,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,860657003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,856667006,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,874952006,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,865482002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,850359001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,866178002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,850259004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,839496002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,841793002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,890554003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,831430003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,886390001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,579541087,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,850277001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,923466002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,908384001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,898684001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,877769001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,762846029,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,865929014,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,579541072,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,823791009,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,759637009,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,826505005,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,811993002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,572998001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,738590006,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,872600004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,746994009,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,722439007,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,889565001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,840607010,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,886390002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,872177004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,718086003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,860657002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,908492004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,832453005,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,736783004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,856310003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,806528009,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,784176002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,890845008,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,896338001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,579541089,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,868876002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,817401001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,885624002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,921944001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,895762001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,875272011,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,936726001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,887653002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,878918001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,786022005,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,935689001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,749699002,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,826505001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,749699001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,811925005,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,873604001,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,686564021,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,554598003,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,686564013,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,818059004,customer,product
b4db5e5259234574edfff958e170fe3a5e13b6f146752ca066abca3c156acc71,406724002,customer,product
